File Name,Bag Of Words,Dominant Topic 1,Dominant Topic 2,Dominant Topic 3
FQaDVN7CXGepKejz.txt,"['got', 'answer', 'everyone', 'endless', 'excuse', 'habit', 'anyone', ""i'm"", 'trying', 'break', 'click', 'track', 'heart', 'seen', 'vision', 'perfect', 'grace', 'airbrushed', 'lifeless', 'contempt', 'aftertaste', 'like', ""i'm"", 'waiting', 'scar', 'heal', 'sew_loretta', 'young_silk', 'fashioning', 'self', 'escape', 'sew_loretta', 'young_silk', 'trading', 'super', 'waif', 'style', 'content', 'using', 'bait', 'sew_loretta', 'young_silk', 'swapping', 'love', 'hate', 'soft', 'focus', 'full', 'appeal', 'pictured', 'flawless', 'context', 'self', 'esteem', ""i'd"", 'pushed', 'give', 'love', 'far', 'eye', 'see', 'much', 'perfection', 'pure', 'substance', 'wannabe', 'keep', 'beating', 'click', 'track', 'heart', 'sew_loretta', 'young_silk', 'fashioning', 'self', 'escape', 'sew_loretta', 'young_silk', 'trading', 'super', 'waif', 'style', 'content', 'using', 'bait', 'sew_loretta', 'young_silk', 'swapping', 'love', 'hate', 'sew_loretta', 'young_silk', 'fashioning', 'self', 'escape', 'sew_loretta', 'young_silk', 'trading', 'super', 'waif', 'style', 'content', 'using', 'bait', 'sew_loretta', 'young_silk', 'swapping', 'love', 'hate', 'sew_loretta', 'young_silk', 'swapping', 'love', 'hate', 'sew_loretta', 'young_silk', 'swapping', 'love', 'hate', 'sew_loretta', 'young_silk', 'swapping', 'love', 'hate', 'sew_loretta', 'young_silk', 'swapping', 'love', 'hate']",Topic 9,Topic 6,Topic 19
fQbm65nkJ2lNTFlI.txt,"['even_though', 'see', 'face', ""can't"", 'really', 'explain', 'broken', 'empty', 'disgraced', 'seem', 'cut', 'dragged', 'pulled', 'way', 'bottom', ""i've"", 'done', 'till', 'black', 'blue', 'one', 'else', 'would', 'fallen', 'one', 'day', 'nothing', 'ever', 'feel', 'like', 'every', 'time', 'hit', 'wall', 'lost', ""i'll"", 'find', 'way', 'wake', 'bed', 'made', 'even_though', 'know', 'want', ""i'm"", 'never_giving', ""i'm"", 'never_giving', 'never_giving', ""i'm"", 'never_giving', 'never_giving', 'never', 'know', 'hard', 'see', 'way', 'tear', 'drag', 'trying', 'pull', 'bottom', 'break', 'like', 'always', ""i'll"", 'see', 'knee', 'crawling', 'crawling', 'one', 'day', 'nothing', 'ever', 'feel', 'like', 'every', 'time', 'hit', 'wall', 'lost', ""i'll"", 'find', 'way', 'wake', 'bed', 'made', 'even_though', 'know', 'want', ""i'm"", 'never_giving', ""i'm"", 'never_giving', 'never_giving', ""i'm"", 'never_giving', 'never_giving', 'give', 'yeah', 'give', 'give', 'yeah', 'give', 'yeah', 'give', 'one', 'day', 'nothing', 'ever', 'feel', 'like', 'every', 'time', 'hit', 'wall', 'lost', ""i'll"", 'find', 'way', 'wake', 'bed', 'made', 'even_though', 'know', 'want', ""i'm"", 'never_giving', ""i'm"", 'never_giving', 'never_giving', ""i'm"", 'never_giving', 'never_giving', 'give']",Topic 12,Topic 10,Topic 0
fqBPBqdHUyap5WO5.txt,"['eat', 'love', 'girl', 'spandex', 'leather', 'hat', 'tattoo', 'mad', 'call', 'drug', 'call', 'caffeine', 'call', 'lust', 'call', 'sexy', 'look', 'sad', ""i'm"", 'happy', 'got', 'high', 'time', ""i've"", 'falling', 'hard', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'got', 'secret', ""can't"", 'control', 'like', 'seed', 'know', ""they'll"", 'grow', 'hidden', 'lie', 'line', 'never', 'know', 'find', 'got', 'high', 'time', ""i've"", 'falling', 'hard', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', ""i'm"", 'sick', 'tired', 'breathing', ""i'll"", 'take', 'drag', 'word', 'got', 'mind', 'knot', 'loving', 'leaving', 'loving', 'leaving', 'still', ""can't_stop"", 'thinking', 'still', ""can't_stop"", 'thinking', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love', 'need_love']",Topic 6,Topic 19,Topic 15
FQbZSxT5jVAiWmu8.txt,"[""workin'"", 'waitress', 'cocktail', 'bar', 'met', 'picked', 'shook', 'turned', 'around', 'turned', 'someone', 'new', 'five', 'year', 'later', 'got', 'world', 'foot', 'success', 'easy', 'forget', 'put', 'put', 'back', 'want', 'know', ""can't"", 'believe', 'hear', 'see', 'want', 'know', 'believe', 'say', 'need', 'much', 'late', 'find', 'think', 'changed', 'mind', 'better', 'change', 'back', 'sorry', 'want', 'baby', 'want', 'ohh', 'want', 'baby', 'want', 'ohh', 'working', 'waitress', 'cocktail', 'bar', 'much', 'true', 'even', 'knew', ""i'd"", 'find', 'much', 'better', 'place', 'either', 'without', 'five', 'year', 'good', 'time', 'still', 'love', 'think', 'time', 'live', 'life', 'guess', 'must', 'want', 'know', ""can't"", 'believe', 'hear', 'see', 'want', 'know', 'believe', 'say', 'need', 'much', 'late', 'find', 'think', 'changed', 'mind', 'better', 'change', 'back', 'sorry', 'want', 'baby', 'want', 'ohh', 'want', 'baby', 'want', 'ohh', 'want', 'baby']",Topic 14,Topic 3,Topic 11
fQcXl5oM3LecUQAM.txt,"[""let's"", 'dissolve', 'blanket', 'fade', 'away', 'like', 'smoke', 'cigarette', 'wonder', 'like', 'side', 'wanna', 'feel', 'alive', 'wanna', 'feel', 'alive', 'time', 'every', 'one', 'disappears', 'day', 'worn', 'morning', 'clothes', 'weak', 'stitched', 'plume', 'hole', 'nothing', 'hold', 'close', 'everyone', 'thought', 'balance', 'idea', 'lake', 'standing', 'verse', 'stabbing', 'think', 'everyday', ""there's"", 'much', 'strength', 'could', 'withhold', 'weight', ""let's"", 'dissolve', 'blanket', 'fade', 'away', 'like', 'smoke', 'cigarette', 'wonder', 'like', 'side', 'wanna', 'feel', 'alive', 'close', 'eye', 'reverse', 'light', 'focus', 'one', 'thing', 'time', 'please', 'unwind', 'please', 'unwind', 'want', 'feel', 'alive', 'time', 'want', 'feel', 'alive', 'time', 'must', 'lost', 'train', 'thought', 'head', 'derailed', 'could', 'even', 'walk', 'thought', 'never', 'knew', 'thought', 'thought', 'never', 'knew', 'thought', 'broadcast', 'crawl', 'reflective', 'monologue', 'situation', 'help', 'raw', 'perspective', 'story', 'one', 'became', 'two', 'diaphragm', 'collapsing', 'sound', 'every', 'move', 'still_miss', 'still_miss', 'place', 'hand', 'glass', 'try', 'get', 'mirror', 'mirror', 'look', 'diaphragm', 'collapsing', 'sound', 'every', 'move', 'still_miss', 'still_miss', 'still_miss']",Topic 13,Topic 11,Topic 12
fqdqn65iYblvQBxC.txt,"['would', 'let', 'could', 'show', 'love', 'take', 'time', 'let', 'would', 'let', 'could', 'show', 'cry', 'darkest', 'hour', 'would', 'lead', 'fire', 'let', 'let', 'wanna', 'say', 'goodbye', 'wanna', 'give', 'one', 'try', ""i'd_anything"", 'yes', ""i'd_anything"", 'let', 'hand', 'mine', 'would', 'show', 'laugh', 'nothing', 'heavy', 'nothing', 'serious', 'forget', 'stepping', 'back', 'wanna', 'friend', 'tear', 'wall', 'surround', 'build', 'back', 'let', 'let', 'wanna', 'say', 'goodbye', 'wanna', 'give', 'one', 'try', ""i'd_anything"", 'yes', ""i'd_anything"", 'tonight', 'stay', 'know', 'could', 'change', 'mind', 'let', 'let', 'want', 'say', 'goodbye', 'want', 'give', 'one', 'try', 'let', 'let', 'wanna', 'say', 'goodbye', 'want', 'give', 'one', 'try', 'let', 'let', ""i'd_anything"", ""i'd_anything"", 'let', 'let', 'let']",Topic 6,Topic 15,Topic 19
fQFMlHR4Ia3ZePUc.txt,"[""i'd"", 'lose', 'everything', 'sing', 'hallelujah', ""i'm"", 'free', ""i'm"", 'free', ""i'm"", 'free', ""i'm"", 'free', ""i'm"", 'free', 'ahh', 'ahh', 'ahh', 'ahh', 'lived', 'life', 'perfectly', 'kept', 'line', 'carefully', ""i'd"", 'lose', 'everything', 'sing', 'hallelujah', ""i'm"", 'free', ""i'm"", 'free', ""i'm"", 'free', ""i'm"", 'free', ""i'm"", 'free', 'ahh', 'ahh', 'ahh', 'hallelujah', ""i'm"", 'free', 'gritting', 'teeth', 'hold', 'onto', 'never', 'enough', ""i'm"", 'never', 'complete', 'tell', 'prove', 'expect', 'lose', 'push', 'away', ""i'm"", 'trying', 'move', 'hoping', 'wishing', 'care', 'best', ""i'm_desperate"", 'run', ""i'm_desperate"", 'leave', 'lose', 'least', ""i'll"", 'free', 'ahh', 'ahh', 'want', 'attention', 'please', 'want', 'opinion', 'fee', 'cause', 'freest', 'ever', 'nothing', 'show', 'seen', ""i'm"", 'free', ""i'm"", 'free', ""i'm"", 'free', ""i'm"", 'free', 'gritting', 'teeth', 'hold', 'onto', 'never', 'enough', ""i'm"", 'never', 'complete', 'tell', 'prove', 'expect', 'lose', 'push', 'away', ""i'm"", 'trying', 'move', 'hoping', 'wishing', 'care', 'best', ""i'm_desperate"", 'run', ""i'm_desperate"", 'leave', 'lose', 'least', ""i'll"", 'free', 'gritting', 'teeth', 'hold', 'onto', 'never', 'enough', ""i'm"", 'never', 'complete', 'tell', 'prove', 'expect', 'lose', 'push', 'away', ""i'm"", 'trying', 'move', 'hoping', 'wishing', 'care', 'best', ""i'm_desperate"", 'run', ""i'm_desperate"", 'leave', 'lose', 'least', ""i'll"", 'free', 'clear', 'think', ""i'm"", 'inferior', 'whatever', 'help', 'sleep', 'night', 'whatever', 'help', 'keep', 'tight', 'clear', 'think', ""i'm"", 'inferior', 'whatever', 'help', 'sleep', 'night', 'whatever', 'help', 'keep', 'tight', 'gritting', 'teeth', 'hold', 'onto', 'never', 'enough', ""i'm"", 'never', 'complete', 'tell', 'prove', 'expect', 'lose', 'push', 'away', ""i'm"", 'trying', 'move', 'hoping', 'wishing', 'care', 'best', ""i'm_desperate"", 'run', ""i'm_desperate"", 'leave', 'lose', 'least', ""i'll"", 'free', 'gritting', 'teeth', 'hold', 'onto', 'never', 'enough', ""i'm"", 'never', 'complete', 'tell', 'prove', 'expect', 'lose', 'push', 'away', ""i'm"", 'trying', 'move', 'hoping', 'wishing', 'care', 'best', ""i'm_desperate"", 'run', ""i'm_desperate"", 'leave', 'lose', 'least', ""i'll"", 'free', 'ahh', 'ahh', 'ahh', 'hallelujah', ""i'm"", 'free']",Topic 11,Topic 9,Topic 1
FQGMy5orGpRiahCv.txt,"['found', 'note', 'name', 'picture', 'even_though', 'framed', 'covered', 'dust', 'map', 'mind', 'sends', 'way', 'say', 'never', 'late', 'stop', 'afraid', 'one', 'else', 'wait', 'blink', 'eye', 'past', 'begin', 'fade', 'ever', 'caught', 'sea', 'despair', 'moment', 'truth', 'day', 'say', ""i'm"", 'scared', 'put_hand', 'air', 'hear', ""i've"", 'looking', 'day', 'night', 'shine', 'light', 'dark', 'let', 'see', 'cause', ""i'm"", 'gonna', 'leave', 'behind', 'told', 'alone', 'show', 'belong', 'put_hand', 'air', 'one', 'time', ""i've"", 'seen', 'million', 'mile', 'met', 'million', 'face', 'took', 'knew', 'reach', 'place', ""i'd"", 'brings', 'back', 'ever', 'caught', 'sea', 'despair', 'moment', 'truth', 'day', 'say', ""i'm"", 'scared', 'put_hand', 'air', 'hear', ""i've"", 'looking', 'day', 'night', 'shine', 'light', 'dark', 'let', 'see', 'cause', ""i'm"", 'gonna', 'leave', 'behind', 'told', 'alone', 'show', 'belong', 'put_hand', 'air', 'one', 'time', 'put_hand', 'air', 'put_hand', 'air', 'hear', ""i've"", 'looking', 'day', 'night', 'shine', 'light', 'dark', 'let', 'see', 'cause', ""i'm"", 'gonna', 'leave', 'behind', 'told', 'alone', 'show', 'belong', 'put_hand', 'air', 'one', 'time', 'put_hand', 'air', 'one', 'time']",Topic 6,Topic 15,Topic 13
fqGo3j5UJcJl7BDZ.txt,"['thinking', 'sign', 'freckle', 'eye', 'mirror', 'image', 'kiss', ""they're"", 'perfectly', 'aligned', 'speculate', 'god', 'make', 'corresponding', 'shape', 'like', 'puzzle', 'piece', 'clay', 'true', 'may', 'seem', 'like', 'stretch', 'thought', 'like', 'catch', 'troubled', 'head', 'away', 'missing', 'death', 'road', 'several', 'week', 'show', 'scan', 'radio', 'hope', 'song', 'guide', 'home', 'see', 'waving', 'great', 'height', 'come', ""they'll"", 'say', 'everything', 'look', 'perfect', 'far', 'away', 'come', ""we'll"", 'stay', 'tried', 'best', 'leave', 'machine', 'persistent', 'beat', 'sounded', 'thin', 'upon', 'listening', 'frankly', 'fly', 'hear', 'shrillest', 'high', 'lowest', 'low', 'window', 'guiding', 'home', 'see', 'waving', 'great', 'height', 'come', ""they'll"", 'say', 'everything', 'look', 'perfect', 'far', 'away', 'come', ""we'll"", 'stay', 'see', 'waving', 'great', 'height', 'come', ""they'll"", 'say', 'everything', 'look', 'perfect', 'far', 'away', 'come', ""we'll"", 'stay', 'see', 'waving', 'great', 'height', 'come', 'see', 'waving', 'great', 'height', 'come']",Topic 14,Topic 6,Topic 1
fqHgyKeWLKHt1W3U.txt,"['hello', 'hello', 'mother', 'leopard', 'cub', 'must', 'protect', 'expensive', 'cola', 'nut', 'wrapped', 'brown', 'paper', 'midnight', 'behind', 'box', ""i'll"", 'hyena', 'see', 'could', 'last', 'lifetime', 'limb', 'intact', 'untouched', 'screen', 'video', 'tape', 'confined', 'bedpost', 'wait', 'leper', 'upheld', ""knife's"", 'reach', 'covet', 'status', 'quo', 'syringe', 'take', 'lifespan', 'filled', 'bait', 'tackle', 'try', 'catch', 'sacrifice_railroad', 'track', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'unconscious', 'tied', 'gagged', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'sacrifice_railroad', 'track', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'meet', 'corner', '5th', 'pontiac', 'make', 'sure', 'one', 'else', 'wish', 'see', 'alive', 'humor', 'request', 'humor', 'request', 'basement', 'hide', 'amnesia', 'alibi', 'sacrifice_railroad', 'track', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'unconscious', 'tied', 'gagged', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'sacrifice_railroad', 'track', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'kept', 'close', 'eye', 'get', 'well', 'incentive', 'sacrifice_railroad', 'track', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'unconscious', 'tied', 'gagged', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'sacrifice_railroad', 'track', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'sacrifice_railroad', 'track', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'unconscious', 'tied', 'gagged', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'"", 'sacrifice_railroad', 'track', 'freight_freight', ""train_comin'"", 'freight_freight', ""train_comin'""]",Topic 11,Topic 6,Topic 3
fQjkjWP8UmIwJfmw.txt,"['silver', 'color', 'winter', 'snowbell', 'mother', 'wind', 'boy', ""livin'"", 'lovewell', 'chorus', ""everybody's"", ""callin'_luie"", 'luie', 'luie', 'got', 'thing', 'keep', 'light', ""goin'"", 'luie', 'luie', 'keep', ""pushin'"", 'keep', ""pushin'"", 'amber', 'color', 'summer', 'flameride', ""cookin'"", 'noon', 'road', ""walkin'"", ""god's"", 'good', 'side', ""walkin'"", ""god's"", 'good', 'side', ""god's"", 'good', 'side', 'chorus', 'keep', ""pushin'"", 'always', 'fair', 'forever', 'ever', 'everybody', 'everybody', 'everybody', 'yeah', 'yeah', 'yeah', ""everybody's"", ""callin'_luie"", ""callin'_luie"", ""everybody's"", ""callin'_luie"", ""callin'"", 'man', 'man', 'luie', ""callin'_luie"", 'man', 'luie', ""callin'_luie"", ""callin'_luie"", 'luie', 'people', 'captain', ""callin'"", 'man', 'luie']",Topic 6,Topic 3,Topic 1
FQjPm0z8ocv1u63k.txt,"['eye', 'say', 'laughter', 'give_away', 'lonely_lonely', 'long', 'acting', 'thin', 'disguise', 'perfectly', 'delivered', 'line', 'fool', 'lonely', 'long', 'let', 'wall', 'built', 'around', 'light', 'match', 'burn', 'let', 'hold', 'hand', 'dance', 'round', 'round', 'flame', 'front', 'dust', 'dust', 'held', 'head', 'fought', 'fight', 'bear', 'scar', 'done', 'time', 'listen', 'lonely', 'long', 'let', 'wall', 'built', 'around', 'light', 'match', 'burn', 'let', 'hold', 'hand', 'dance', 'round', 'round', 'flame', 'front', 'dust', 'dust', 'like', 'mirror', 'reflecting', 'take', 'one', 'know', 'one', 'take', 'lonely_lonely', 'long', ""we've"", 'lonely', ""we've"", 'lonely', 'long']",Topic 6,Topic 11,Topic 3
Fqk6k6Mmi40DfyvT.txt,"['sky', 'look', 'pissed', 'wind', 'talk', 'back', 'bone', 'shifting', 'skin', 'love', 'gone', 'room', 'feel', 'wrong', 'bed', 'fit', 'cannot', 'seem', 'operate', 'love', 'gone', 'glide_away', 'soapy_heel', 'promise_promise', 'anymore', 'come', 'around', 'take', 'take', 'chain_door', ""i'll"", 'never', 'say', ""i'll"", 'never', 'love', 'say', 'lot', 'thing', 'love', 'gone', 'glide_away', 'soapy_heel', 'promise_promise', 'anymore', 'come', 'around', 'take', 'chain_door', 'glide_away', 'soapy_heel', 'promise_promise', 'anymore', 'come', 'around', 'take', 'chain_door', 'glide_away', 'soapy_heel', 'promise_promise', 'anymore', 'come', 'around', 'take', 'chain_door', 'glide_away', 'soapy_heel', 'promise_promise', 'anymore', 'come', 'around', 'take', 'chain_door', 'glide_away', 'soapy_heel', 'promise_promise', 'anymore', 'come', 'around', 'take', 'take', 'take', 'chain_door']",Topic 11,Topic 6,Topic 14
FqkVkLcTLEr8YKDd.txt,"['move', 'cooky', 'girl', 'scout', ""twistin'"", 'wood', 'foot', 'girl', 'house', 'love', 'shit', 'oxy', ""itchin'"", 'back', 'shakewell', ""movin'"", 'brick', 'tell', 'people', 'stay', 'toe', 'move', 'cooky', 'girl', 'scout', ""twistin'"", 'wood', 'foot', 'girl', 'house', 'love', 'shit', 'oxy', ""itchin'"", 'back', 'shakewell', ""movin'"", 'brick', 'tell', 'people', 'stay', 'toe', 'fuckboy', ""smokin'"", ""takin'"", 'selfies', 'blunt', 'walk', 'face', 'run', 'fade', 'scared', 'one', 'one', 'got', 'couple', 'goony', 'fight', 'start', 'dunk', 'migos', 'savage', 'barely', ""turnin'"", 'want', 'static', 'mexico', 'make', 'fall', 'back', 'bee', 'chop', 'bladge', 'fell', 'mcgee', 'way', 'flought', 'back', ""ain't"", 'fuck', 'shit', 'bitch', 'scrub', 'since', 'day', 'one', 'got', 'cheddar', ""i'm"", ""keepin'"", 'couple', 'gun', 'still', 'keep', 'repping', 'west', 'atleast', 'still', 'rest', 'peace', 'biggie', ""ain't"", 'round', 'lil', 'fuckboy', 'better', 'act', 'right', 'get', 'put', 'lead', 'pipe', ""y'all"", ""ain't"", ""sippin'"", 'act', 'pint', 'got', 'kyro', 'jugged', 'gang', 'got', 'shame', 'money', 'smg', 'packer', ""pullin'"", 'shooter', ""packin'"", 'smgs', 'say', ""i'm"", 'known', ""slangin'"", 'pill', ""kickin'"", 'dope', 'rhyme', 'compas', ""grippin'"", 'cuetes', 'carbine', 'move', 'cooky', 'girl', 'scout', ""twistin'"", 'wood', 'foot', 'girl', 'house', 'love', 'shit', 'oxy', ""itchin'"", 'back', 'shakewell', ""movin'"", 'brick', 'tell', 'people', 'stay', 'toe', 'move', 'cooky', 'girl', 'scout', ""twistin'"", 'wood', 'foot', 'girl', 'house', 'love', 'shit', 'oxy', ""itchin'"", 'back', 'shakewell', ""movin'"", 'brick', 'tell', 'people', 'stay', 'toe']",Topic 6,Topic 0,Topic 12
FqlYcgTpnGgXrR00.txt,"['safe', 'say', ""i'm"", 'lost', 'without', 'arm', 'call', 'name', 'pray', 'might', 'come', 'watch', 'like', 'pale', 'moonlight', 'sun', 'come', 'back', 'around', 'take', 'take_water', 'water', 'pull', 'see', 'light', 'let_drown', 'let_drown', 'honey', 'honey', 'love', 'wanna_baptized', 'take', 'take_water', 'water', 'wanna_baptized', 'day', 'night', 'cold', 'without', 'body', 'hold', 'close', 'eye', 'hoping', 'apear', 'cause', 'feel', 'like', 'grace', 'everytime', 'near', 'yeah', 'leave', 'sun', 'come', 'back', 'around', 'take', 'take_water', 'water', 'pull', 'see', 'light', 'let_drown', 'let_drown', 'honey', 'honey', 'love', 'wanna_baptized', 'take', 'take_water', 'water', 'wanna_baptized', 'take', 'take_water', 'pull', 'see', 'light', 'let_drown', 'let_drown', 'honey', 'love', 'wanna_baptized', 'take', 'take_water', 'water', 'pull', 'see', 'light', 'let_drown', 'let_drown', 'honey', 'honey', 'love', 'wanna_baptized', 'take', 'take_water', 'water', 'love', 'wanna_baptized', 'let_drown', 'let_drown', 'honey', 'wanna_baptized']",Topic 7,Topic 17,Topic 3
fQNjWCvmXaPytHEq.txt,"[""i've_got"", 'skin', ""i've_got"", 'deep', 'heart', 'deep', 'heart', 'really', 'part', ""i've_got"", 'skin', ""i'd"", 'tried', 'give', 'said', 'affair', 'never', 'well', 'try', 'resist', 'baby', 'know', 'well', ""i've_got"", 'skin', ""i'd"", 'sacrifice', 'anything', 'come', 'might', 'sake', 'near', 'spite', 'warning', 'voice', 'come', 'night', 'repeat', 'repeat', 'ear', 'know', 'little', 'fool', 'never', 'win', 'use', 'mentality', 'wake', 'reality', 'time', 'thought', 'make', 'stop', 'begin', ""i've_got"", 'skin', 'would', 'sacrifice', 'anything', 'come', 'might', 'sake', 'near', 'spite', 'warning', 'voice', 'come', 'night', 'repeat', 'yell', 'ear', 'know', 'little', 'fool', 'never', 'win', 'use', 'mentality', 'step', 'wake', 'reality', 'time', 'thought', 'make', 'stop', 'begin', ""i've_got"", 'skin', 'yes', 'got', 'skin']",Topic 6,Topic 16,Topic 11
fqotTYeTLpnRj3lF.txt,"['yesterday_yesterday', 'yesterday', 'change', 'life', 'wanna', 'change', 'clothes', 'wanna', 'change', 'mind', 'well', ""that's"", 'way', ""i'm"", 'gonna', 'keep', 'jean', 'old', 'black', 'hat', 'cause', 'wanna', 'look', 'good', 'never', 'gonna', 'get', 'back', 'least', 'today_today', 'today', 'cause', 'let', 'come', 'tomorrow', 'seem_yesterday', 'yesterday', ""i'm"", 'bird', ""that's"", 'already', 'flown', 'away', 'laugh', 'let', 'wake', 'seem_yesterday', 'yesterday', 'heard', ""i'm"", 'gonna', 'okay', 'okay', 'say', 'bored', 'wanna', 'could', 'act', 'real', 'tough', 'wanna', 'could', 'say', 'torn', ""i've"", 'heard', 'enough', 'thank', 'made', 'mind', 'started', 'ignore', 'see', 'single', 'tear', 'gonna', 'happen', 'least', 'today_today', 'today', 'cause', 'let', 'come', 'tomorrow', 'seem_yesterday', 'yesterday', ""i'm"", 'bird', ""that's"", 'already', 'flown', 'away', 'laugh', 'let', 'wake', 'seem_yesterday', 'yesterday', 'heard', ""i'm"", 'gonna', 'okay', ""i'm"", 'already', 'done', 'left', 'hang', 'line', 'dead', 'wanna', 'walk', ""i'm"", 'step', 'ahead', 'moving', ""i'm"", 'already', 'gone', 'light', 'least', 'today_today', 'today', 'cause', 'let', 'come', 'tomorrow', 'seem_yesterday', 'yesterday', ""i'm"", 'bird', ""that's"", 'already', 'flown', 'away', 'laugh', 'let', 'wake', 'seem_yesterday', 'yesterday', 'heard', 'yesterday_yesterday', 'let', 'come', 'tomorrow', 'seem_yesterday', 'yesterday', ""i'm"", 'bird', ""that's"", 'already', 'flown', 'away', 'laugh', 'let', 'wake', 'seem_yesterday', 'yesterday', 'heard', ""i'm"", 'gonna', 'okay']",Topic 11,Topic 19,Topic 12
FQpX9d0NR0Ohy1M1.txt,"['way_knowing', 'ever', 'coming', 'back', 'way_knowing', 'care', 'way_knowing', 'right', 'wrong', 'way_knowing', ""i'll"", 'carry', ""i'm"", 'alive', ""i'm"", 'alone', ""i've"", 'never_wanted', 'either', ""i'm"", 'alive', ""i'm"", 'alone', ""i've"", 'never_wanted', 'either', 'shine', 'still', 'shine', 'shine', 'way_knowing', 'ever', 'coming', 'back', 'way_knowing', 'care', 'way_knowing', 'right', 'wrong', 'way_knowing', ""i'll"", 'carry', 'shine', 'still', 'shine', 'shine', ""i'm"", 'alive', ""i'm"", 'alone', ""i've"", 'never_wanted', 'either', ""i'm"", 'alive', ""i'm"", 'alone', ""i've"", 'never_wanted', 'either', ""i'm"", 'alive', ""i'm"", 'alone', ""i've"", 'never_wanted', 'either', ""i'm"", 'alive', ""i'm"", 'alone', ""i've"", 'never_wanted', 'either', 'shine', 'still', 'shine', 'shine', 'shine', 'still', 'shine', 'shine']",Topic 6,Topic 8,Topic 7
fQrmEm90xsPF283O.txt,"['fuck', 'silver_lining', 'fuck', 'silver_lining', 'cause', 'gold_hot', 'enough_hot', 'enough', 'fuck', 'silver_lining', 'fuck', 'silver_lining', 'cause', 'gold_hot', 'enough_hot', 'enough', 'one', 'one', 'cherry_cherry', 'everything', 'cherry_top', 'wing', 'wax', 'endless', 'mountain', 'tragedy', 'penniless', 'fountain', 'cherry_cherry', 'coming', 'cherry_top', 'sunset', 'shadow', 'trophy', 'guess', ""ain't_big"", 'enough', 'say', 'one', 'one', 'one', 'fuck', 'silver_lining', 'fuck', 'silver_lining', 'cause', 'gold_hot', 'enough_hot', 'enough', 'fuck', 'silver_lining', 'fuck', 'silver_lining', 'cause', 'gold_hot', 'enough_hot', 'enough', 'cherry_cherry', 'everything', 'cherry_top', 'cherry_cherry', 'everything', 'cherry_top', 'one', 'one', ""we've"", 'falling', 'falling', 'like', 'fell', 'top', 'born', 'cut', 'million', 'cut', 'teeth', 'made', 'killing', ""i'm"", 'dodging', 'dodging', 'everything', 'think', ""i'm"", 'archetype', 'television', 'lost', 'thought', 'held', 'vision', 'gonna', 'say', 'name', 'gonna', 'say', 'name', 'quick', 'charade', 'beyoncé', 'lemonade', 'gonna', 'say', 'name', 'gonna', 'say', 'name', 'delay', 'half', 'way', 'lemme', 'hear', 'say', 'one', 'one', 'one', 'silver_lining', 'fuck', 'silver_lining', 'cause', 'gold_hot', 'enough_hot', 'enough', 'fuck', 'silver_lining', 'fuck', 'silver_lining', 'cause', 'gold_hot', 'enough_hot', 'enough', 'cherry_cherry', 'everything', 'cherry_top', 'cherry_cherry', 'everything', 'cherry_top', 'silver_lining', 'fuck', 'silver_lining', 'cause', 'gold_hot', 'enough_hot', 'enough']",Topic 6,Topic 13,Topic 15
